"date" "interval" "steps"
"17215" "2012-11-01" 2330 3
"17277" "2012-11-01" 2335 5
"17385" "2012-11-01" 2340 4
"17432" "2012-11-01" 2345 1
"17472" "2012-11-01" 2350 1
"17555" "2012-11-01" 2355 2
"29" "2012-11-02" 0 0
"69" "2012-11-02" 5 0
"125" "2012-11-02" 10 0
"191" "2012-11-02" 15 0
"305" "2012-11-02" 20 0
"316" "2012-11-02" 25 0
"399" "2012-11-02" 30 0
"465" "2012-11-02" 35 0
"497" "2012-11-02" 40 0
"574" "2012-11-02" 45 0
"629" "2012-11-02" 50 0
"686" "2012-11-02" 55 0
"790" "2012-11-02" 100 0
"848" "2012-11-02" 105 0
"889" "2012-11-02" 110 0
"921" "2012-11-02" 115 0
"998" "2012-11-02" 120 0
"1067" "2012-11-02" 125 0
"1101" "2012-11-02" 130 0
"1172" "2012-11-02" 135 0
"1225" "2012-11-02" 140 0
"1314" "2012-11-02" 145 0
"1368" "2012-11-02" 150 0
"1414" "2012-11-02" 155 0
"1478" "2012-11-02" 200 0
"1532" "2012-11-02" 205 0
"1588" "2012-11-02" 210 0
"1650" "2012-11-02" 215 0
"1738" "2012-11-02" 220 0
"1771" "2012-11-02" 225 0
"1835" "2012-11-02" 230 0
"1904" "2012-11-02" 235 0
"1954" "2012-11-02" 240 0
"2025" "2012-11-02" 245 0
"2089" "2012-11-02" 250 0
"2136" "2012-11-02" 255 0
"2201" "2012-11-02" 300 0
"2287" "2012-11-02" 305 0
"2333" "2012-11-02" 310 0
"2424" "2012-11-02" 315 0
"2451" "2012-11-02" 320 0
"2502" "2012-11-02" 325 0
"2590" "2012-11-02" 330 0
"2644" "2012-11-02" 335 0
"2713" "2012-11-02" 340 0
"2782" "2012-11-02" 345 0
"2823" "2012-11-02" 350 0
"2904" "2012-11-02" 355 0
"2949" "2012-11-02" 400 0
"3004" "2012-11-02" 405 0
"3057" "2012-11-02" 410 0
"3161" "2012-11-02" 415 0
"3184" "2012-11-02" 420 0
"3238" "2012-11-02" 425 0
"3317" "2012-11-02" 430 0
"3362" "2012-11-02" 435 0
"3467" "2012-11-02" 440 0
"3494" "2012-11-02" 445 0
"3554" "2012-11-02" 450 0
"3621" "2012-11-02" 455 0
"3688" "2012-11-02" 500 0
"3737" "2012-11-02" 505 0
"3827" "2012-11-02" 510 0
"3890" "2012-11-02" 515 0
"3924" "2012-11-02" 520 0
"3978" "2012-11-02" 525 0
"4038" "2012-11-02" 530 0
"4135" "2012-11-02" 535 0
"4207" "2012-11-02" 540 0
"4217" "2012-11-02" 545 0
"4285" "2012-11-02" 550 0
"4343" "2012-11-02" 555 0
"4397" "2012-11-02" 600 0
"4462" "2012-11-02" 605 0
"4554" "2012-11-02" 610 0
"4627" "2012-11-02" 615 0
"4677" "2012-11-02" 620 0
"4704" "2012-11-02" 625 0
"4786" "2012-11-02" 630 0
"4826" "2012-11-02" 635 0
"4894" "2012-11-02" 640 0
"4955" "2012-11-02" 645 0
"5020" "2012-11-02" 650 0
"5076" "2012-11-02" 655 0
"5157" "2012-11-02" 700 0
"5211" "2012-11-02" 705 0
"5279" "2012-11-02" 710 0
"5316" "2012-11-02" 715 117
"5380" "2012-11-02" 720 0
"5458" "2012-11-02" 725 34
"5527" "2012-11-02" 730 121
"5604" "2012-11-02" 735 27
"5662" "2012-11-02" 740 70
"5704" "2012-11-02" 745 45
"5748" "2012-11-02" 750 9
"5806" "2012-11-02" 755 80
"5897" "2012-11-02" 800 138
"5965" "2012-11-02" 805 95
"6006" "2012-11-02" 810 556
"6074" "2012-11-02" 815 753
"6114" "2012-11-02" 820 747
"6172" "2012-11-02" 825 731
"6283" "2012-11-02" 830 748
"6337" "2012-11-02" 835 708
"6378" "2012-11-02" 840 377
"6431" "2012-11-02" 845 190
"6502" "2012-11-02" 850 665
"6556" "2012-11-02" 855 47
"6628" "2012-11-02" 900 16
"6695" "2012-11-02" 905 0
"6758" "2012-11-02" 910 42
"6793" "2012-11-02" 915 60
"6875" "2012-11-02" 920 17
"6931" "2012-11-02" 925 0
"6998" "2012-11-02" 930 0
"7063" "2012-11-02" 935 0
"7134" "2012-11-02" 940 10
"7163" "2012-11-02" 945 27
"7218" "2012-11-02" 950 0
"7308" "2012-11-02" 955 46
"7374" "2012-11-02" 1000 487
"7436" "2012-11-02" 1005 356
"7494" "2012-11-02" 1010 146
"7522" "2012-11-02" 1015 0
"7576" "2012-11-02" 1020 0
"7678" "2012-11-02" 1025 0
"7726" "2012-11-02" 1030 8
"7759" "2012-11-02" 1035 80
"7811" "2012-11-02" 1040 0
"7904" "2012-11-02" 1045 0
"7944" "2012-11-02" 1050 0
"8038" "2012-11-02" 1055 0
"8096" "2012-11-02" 1100 0
"8138" "2012-11-02" 1105 0
"8192" "2012-11-02" 1110 0
"8270" "2012-11-02" 1115 0
"8301" "2012-11-02" 1120 0
"8383" "2012-11-02" 1125 0
"8438" "2012-11-02" 1130 0
"8490" "2012-11-02" 1135 0
"8576" "2012-11-02" 1140 415
"8644" "2012-11-02" 1145 270
"8698" "2012-11-02" 1150 17
"8752" "2012-11-02" 1155 0
"8809" "2012-11-02" 1200 0
"8888" "2012-11-02" 1205 0
"8928" "2012-11-02" 1210 328
"8987" "2012-11-02" 1215 28
"9088" "2012-11-02" 1220 0
"9124" "2012-11-02" 1225 49
"9192" "2012-11-02" 1230 0
"9236" "2012-11-02" 1235 0
"9294" "2012-11-02" 1240 0
"9357" "2012-11-02" 1245 0
"9439" "2012-11-02" 1250 0
"9513" "2012-11-02" 1255 0
"9558" "2012-11-02" 1300 0
"9589" "2012-11-02" 1305 0
"9645" "2012-11-02" 1310 95
"9712" "2012-11-02" 1315 0
"9806" "2012-11-02" 1320 0
"9852" "2012-11-02" 1325 0
"9906" "2012-11-02" 1330 0
"9988" "2012-11-02" 1335 0
"10060" "2012-11-02" 1340 0
"10082" "2012-11-02" 1345 0
"10177" "2012-11-02" 1350 0
"10209" "2012-11-02" 1355 0
"10263" "2012-11-02" 1400 0
"10331" "2012-11-02" 1405 17
"10373" "2012-11-02" 1410 11
"10458" "2012-11-02" 1415 20
"10499" "2012-11-02" 1420 0
"10556" "2012-11-02" 1425 0
"10621" "2012-11-02" 1430 0
"10733" "2012-11-02" 1435 46
"10762" "2012-11-02" 1440 0
"10799" "2012-11-02" 1445 0
"10882" "2012-11-02" 1450 94
"10923" "2012-11-02" 1455 0
"10992" "2012-11-02" 1500 0
"11074" "2012-11-02" 1505 72
"11131" "2012-11-02" 1510 89
"11210" "2012-11-02" 1515 0
"11254" "2012-11-02" 1520 0
"11340" "2012-11-02" 1525 0
"11376" "2012-11-02" 1530 0
"11431" "2012-11-02" 1535 0
"11512" "2012-11-02" 1540 0
"11541" "2012-11-02" 1545 0
"11624" "2012-11-02" 1550 0
"11678" "2012-11-02" 1555 0
"11719" "2012-11-02" 1600 0
"11812" "2012-11-02" 1605 0
"11885" "2012-11-02" 1610 0
"11911" "2012-11-02" 1615 14
"11981" "2012-11-02" 1620 112
"12056" "2012-11-02" 1625 124
"12115" "2012-11-02" 1630 97
"12156" "2012-11-02" 1635 0
"12254" "2012-11-02" 1640 15
"12308" "2012-11-02" 1645 0
"12351" "2012-11-02" 1650 0
"12396" "2012-11-02" 1655 0
"12453" "2012-11-02" 1700 17
"12512" "2012-11-02" 1705 0
"12611" "2012-11-02" 1710 0
"12665" "2012-11-02" 1715 0
"12745" "2012-11-02" 1720 0
"12804" "2012-11-02" 1725 0
"12868" "2012-11-02" 1730 0
"12909" "2012-11-02" 1735 0
"12966" "2012-11-02" 1740 54
"13034" "2012-11-02" 1745 130
"13074" "2012-11-02" 1750 6
"13130" "2012-11-02" 1755 57
"13231" "2012-11-02" 1800 27
"13280" "2012-11-02" 1805 0
"13313" "2012-11-02" 1810 38
"13376" "2012-11-02" 1815 52
"13443" "2012-11-02" 1820 93
"13484" "2012-11-02" 1825 53
"13559" "2012-11-02" 1830 0
"13636" "2012-11-02" 1835 55
"13681" "2012-11-02" 1840 0
"13749" "2012-11-02" 1845 74
"13808" "2012-11-02" 1850 14
"13873" "2012-11-02" 1855 0
"13927" "2012-11-02" 1900 0
"14011" "2012-11-02" 1905 0
"14039" "2012-11-02" 1910 0
"14122" "2012-11-02" 1915 0
"14189" "2012-11-02" 1920 98
"14229" "2012-11-02" 1925 56
"14321" "2012-11-02" 1930 54
"14381" "2012-11-02" 1935 50
"14449" "2012-11-02" 1940 0
"14502" "2012-11-02" 1945 40
"14524" "2012-11-02" 1950 15
"14600" "2012-11-02" 1955 15
"14691" "2012-11-02" 2000 35
"14749" "2012-11-02" 2005 0
"14794" "2012-11-02" 2010 0
"14877" "2012-11-02" 2015 0
"14898" "2012-11-02" 2020 0
"14971" "2012-11-02" 2025 0
"15015" "2012-11-02" 2030 0
"15096" "2012-11-02" 2035 0
"15189" "2012-11-02" 2040 0
"15219" "2012-11-02" 2045 24
"15260" "2012-11-02" 2050 0
"15313" "2012-11-02" 2055 0
"15396" "2012-11-02" 2100 0
"15466" "2012-11-02" 2105 0
"15507" "2012-11-02" 2110 77
"15575" "2012-11-02" 2115 0
"15643" "2012-11-02" 2120 0
"15697" "2012-11-02" 2125 0
"15767" "2012-11-02" 2130 0
"15833" "2012-11-02" 2135 0
"15887" "2012-11-02" 2140 0
"15940" "2012-11-02" 2145 0
"15988" "2012-11-02" 2150 0
"16045" "2012-11-02" 2155 0
"16112" "2012-11-02" 2200 0
"16218" "2012-11-02" 2205 0
"16280" "2012-11-02" 2210 0
"16324" "2012-11-02" 2215 0
"16350" "2012-11-02" 2220 0
"16412" "2012-11-02" 2225 0
"16491" "2012-11-02" 2230 0
"16547" "2012-11-02" 2235 0
"16629" "2012-11-02" 2240 0
"16684" "2012-11-02" 2245 0
"16722" "2012-11-02" 2250 0
"16792" "2012-11-02" 2255 0
"16888" "2012-11-02" 2300 0
"16930" "2012-11-02" 2305 0
"17000" "2012-11-02" 2310 0
"17040" "2012-11-02" 2315 0
"17098" "2012-11-02" 2320 0
"17150" "2012-11-02" 2325 0
"17217" "2012-11-02" 2330 0
"17322" "2012-11-02" 2335 0
"17358" "2012-11-02" 2340 0
"17412" "2012-11-02" 2345 0
"17467" "2012-11-02" 2350 0
"17521" "2012-11-02" 2355 0
"31" "2012-11-03" 0 0
"100" "2012-11-03" 5 0
"140" "2012-11-03" 10 0
"198" "2012-11-03" 15 0
"250" "2012-11-03" 20 0
"308" "2012-11-03" 25 0
"375" "2012-11-03" 30 0
"436" "2012-11-03" 35 0
"501" "2012-11-03" 40 0
"578" "2012-11-03" 45 0
"619" "2012-11-03" 50 0
"675" "2012-11-03" 55 0
"745" "2012-11-03" 100 0
"816" "2012-11-03" 105 0
"855" "2012-11-03" 110 0
"948" "2012-11-03" 115 0
"991" "2012-11-03" 120 0
"1073" "2012-11-03" 125 0
"1140" "2012-11-03" 130 0
"1181" "2012-11-03" 135 0
"1236" "2012-11-03" 140 0
"1294" "2012-11-03" 145 0
"1372" "2012-11-03" 150 0
"1445" "2012-11-03" 155 0
"1499" "2012-11-03" 200 0
"1534" "2012-11-03" 205 0
"1606" "2012-11-03" 210 0
"1665" "2012-11-03" 215 0
"1719" "2012-11-03" 220 0
"1800" "2012-11-03" 225 0
"1891" "2012-11-03" 230 0
"1922" "2012-11-03" 235 0
"1956" "2012-11-03" 240 0
"2057" "2012-11-03" 245 0
"2125" "2012-11-03" 250 0
"2156" "2012-11-03" 255 0
"2212" "2012-11-03" 300 0
"2279" "2012-11-03" 305 0
"2346" "2012-11-03" 310 0
"2402" "2012-11-03" 315 0
"2449" "2012-11-03" 320 0
"2513" "2012-11-03" 325 0
"2595" "2012-11-03" 330 0
"2672" "2012-11-03" 335 0
"2718" "2012-11-03" 340 0
"2772" "2012-11-03" 345 0
"2828" "2012-11-03" 350 0
"2916" "2012-11-03" 355 0
"2951" "2012-11-03" 400 0
"3031" "2012-11-03" 405 0
"3063" "2012-11-03" 410 0
"3126" "2012-11-03" 415 0
"3182" "2012-11-03" 420 0
"3244" "2012-11-03" 425 0
"3319" "2012-11-03" 430 0
"3374" "2012-11-03" 435 0
"3443" "2012-11-03" 440 0
"3483" "2012-11-03" 445 0
"3584" "2012-11-03" 450 0
"3611" "2012-11-03" 455 0
"3668" "2012-11-03" 500 0
"3732" "2012-11-03" 505 0
"3784" "2012-11-03" 510 0
"3853" "2012-11-03" 515 0
"3913" "2012-11-03" 520 0
"3995" "2012-11-03" 525 0
"4028" "2012-11-03" 530 0
"4095" "2012-11-03" 535 0
"4158" "2012-11-03" 540 0
"4220" "2012-11-03" 545 0
"4299" "2012-11-03" 550 0
"4363" "2012-11-03" 555 0
"4433" "2012-11-03" 600 0
"4488" "2012-11-03" 605 0
"4543" "2012-11-03" 610 0
"4585" "2012-11-03" 615 0
"4669" "2012-11-03" 620 0
"4737" "2012-11-03" 625 0
"4803" "2012-11-03" 630 0
"4844" "2012-11-03" 635 0
"4899" "2012-11-03" 640 0
"4968" "2012-11-03" 645 0
"5006" "2012-11-03" 650 0
"5094" "2012-11-03" 655 0
"5148" "2012-11-03" 700 24
"5203" "2012-11-03" 705 57
"5284" "2012-11-03" 710 0
"5338" "2012-11-03" 715 0
"5407" "2012-11-03" 720 0
"5450" "2012-11-03" 725 40
"5519" "2012-11-03" 730 49
"5564" "2012-11-03" 735 0
"5654" "2012-11-03" 740 43
"5695" "2012-11-03" 745 9
"5753" "2012-11-03" 750 0
"5803" "2012-11-03" 755 7
"5861" "2012-11-03" 800 35
"5939" "2012-11-03" 805 9
"5984" "2012-11-03" 810 31
"6065" "2012-11-03" 815 32
"6118" "2012-11-03" 820 90
"6209" "2012-11-03" 825 27
"6241" "2012-11-03" 830 25
"6295" "2012-11-03" 835 0
"6357" "2012-11-03" 840 58
"6461" "2012-11-03" 845 241
"6476" "2012-11-03" 850 509
"6531" "2012-11-03" 855 508
"6610" "2012-11-03" 900 198
"6658" "2012-11-03" 905 450
"6725" "2012-11-03" 910 443
"6777" "2012-11-03" 915 494
"6838" "2012-11-03" 920 461
"6903" "2012-11-03" 925 533
"6957" "2012-11-03" 930 496
"7065" "2012-11-03" 935 319
"7109" "2012-11-03" 940 60
"7153" "2012-11-03" 945 0
"7207" "2012-11-03" 950 0
"7274" "2012-11-03" 955 0
"7327" "2012-11-03" 1000 0
"7400" "2012-11-03" 1005 0
"7447" "2012-11-03" 1010 0
"7524" "2012-11-03" 1015 40
"7578" "2012-11-03" 1020 0
"7633" "2012-11-03" 1025 0
"7715" "2012-11-03" 1030 0
"7772" "2012-11-03" 1035 0
"7810" "2012-11-03" 1040 0
"7907" "2012-11-03" 1045 0
"7946" "2012-11-03" 1050 0
"7992" "2012-11-03" 1055 0
"8059" "2012-11-03" 1100 0
"8132" "2012-11-03" 1105 0
"8176" "2012-11-03" 1110 0
"8251" "2012-11-03" 1115 0
"8308" "2012-11-03" 1120 0
"8373" "2012-11-03" 1125 29
"8463" "2012-11-03" 1130 12
"8508" "2012-11-03" 1135 60
"8547" "2012-11-03" 1140 8
"8618" "2012-11-03" 1145 43
"8667" "2012-11-03" 1150 54
"8727" "2012-11-03" 1155 68
"8822" "2012-11-03" 1200 104
"8869" "2012-11-03" 1205 0
"8911" "2012-11-03" 1210 0
"8988" "2012-11-03" 1215 50
"9039" "2012-11-03" 1220 266
"9093" "2012-11-03" 1225 65
"9152" "2012-11-03" 1230 0
"9252" "2012-11-03" 1235 0
"9283" "2012-11-03" 1240 52
"9338" "2012-11-03" 1245 0
"9395" "2012-11-03" 1250 52
"9469" "2012-11-03" 1255 94
"9521" "2012-11-03" 1300 179
"9595" "2012-11-03" 1305 0
"9649" "2012-11-03" 1310 0
"9744" "2012-11-03" 1315 154
"9775" "2012-11-03" 1320 33
"9830" "2012-11-03" 1325 16
"9896" "2012-11-03" 1330 79
"9978" "2012-11-03" 1335 119
"10032" "2012-11-03" 1340 0
"10077" "2012-11-03" 1345 0
"10156" "2012-11-03" 1350 41
"10214" "2012-11-03" 1355 66
"10281" "2012-11-03" 1400 0
"10334" "2012-11-03" 1405 44
"10388" "2012-11-03" 1410 31
"10445" "2012-11-03" 1415 12
"10536" "2012-11-03" 1420 23
"10594" "2012-11-03" 1425 41
"10651" "2012-11-03" 1430 50
"10691" "2012-11-03" 1435 0
"10738" "2012-11-03" 1440 0
"10831" "2012-11-03" 1445 0
"10899" "2012-11-03" 1450 24
"10967" "2012-11-03" 1455 21
"10987" "2012-11-03" 1500 0
"11064" "2012-11-03" 1505 0
"11117" "2012-11-03" 1510 0
"11188" "2012-11-03" 1515 0
"11257" "2012-11-03" 1520 0
"11310" "2012-11-03" 1525 0
"11355" "2012-11-03" 1530 0
"11434" "2012-11-03" 1535 114
"11474" "2012-11-03" 1540 0
"11532" "2012-11-03" 1545 0
"11598" "2012-11-03" 1550 0
"11707" "2012-11-03" 1555 0
"11721" "2012-11-03" 1600 0
"11774" "2012-11-03" 1605 0
"11839" "2012-11-03" 1610 0
"11913" "2012-11-03" 1615 0
"11967" "2012-11-03" 1620 0
"12024" "2012-11-03" 1625 0
"12118" "2012-11-03" 1630 20
"12158" "2012-11-03" 1635 47
"12214" "2012-11-03" 1640 24
"12280" "2012-11-03" 1645 67
"12323" "2012-11-03" 1650 0
"12420" "2012-11-03" 1655 0
"12477" "2012-11-03" 1700 0
"12531" "2012-11-03" 1705 0
"12567" "2012-11-03" 1710 86
"12637" "2012-11-03" 1715 112
"12749" "2012-11-03" 1720 142
"12780" "2012-11-03" 1725 80
"12833" "2012-11-03" 1730 0
"12878" "2012-11-03" 1735 0
"12954" "2012-11-03" 1740 277
"12997" "2012-11-03" 1745 103
"13078" "2012-11-03" 1750 117
"13132" "2012-11-03" 1755 183
"13193" "2012-11-03" 1800 263
"13247" "2012-11-03" 1805 295
"13301" "2012-11-03" 1810 392
"13363" "2012-11-03" 1815 324
"13424" "2012-11-03" 1820 0
"13502" "2012-11-03" 1825 0
"13547" "2012-11-03" 1830 112
"13624" "2012-11-03" 1835 0
"13684" "2012-11-03" 1840 8
"13752" "2012-11-03" 1845 8
"13807" "2012-11-03" 1850 0
"13875" "2012-11-03" 1855 33
"13910" "2012-11-03" 1900 71
"13970" "2012-11-03" 1905 62
"14055" "2012-11-03" 1910 0
"14096" "2012-11-03" 1915 33
"14178" "2012-11-03" 1920 5
"14233" "2012-11-03" 1925 0
"14276" "2012-11-03" 1930 34
"14355" "2012-11-03" 1935 37
"14451" "2012-11-03" 1940 90
"14495" "2012-11-03" 1945 90
"14572" "2012-11-03" 1950 0
"14604" "2012-11-03" 1955 0
"14641" "2012-11-03" 2000 0
"14705" "2012-11-03" 2005 0
"14769" "2012-11-03" 2010 0
"14835" "2012-11-03" 2015 0
"14886" "2012-11-03" 2020 0
"14961" "2012-11-03" 2025 0
"15014" "2012-11-03" 2030 0
"15084" "2012-11-03" 2035 0
"15129" "2012-11-03" 2040 0
"15195" "2012-11-03" 2045 0
"15253" "2012-11-03" 2050 74
"15344" "2012-11-03" 2055 18
"15385" "2012-11-03" 2100 72
"15455" "2012-11-03" 2105 0
"15522" "2012-11-03" 2110 0
"15566" "2012-11-03" 2115 0
"15635" "2012-11-03" 2120 0
"15689" "2012-11-03" 2125 0
"15751" "2012-11-03" 2130 0
"15811" "2012-11-03" 2135 0
"15868" "2012-11-03" 2140 0
"15941" "2012-11-03" 2145 0
"15992" "2012-11-03" 2150 0
"16054" "2012-11-03" 2155 0
"16107" "2012-11-03" 2200 0
"16169" "2012-11-03" 2205 0
"16244" "2012-11-03" 2210 0
"16318" "2012-11-03" 2215 0
"16353" "2012-11-03" 2220 0
"16418" "2012-11-03" 2225 0
"16498" "2012-11-03" 2230 0
"16552" "2012-11-03" 2235 0
"16597" "2012-11-03" 2240 0
"16703" "2012-11-03" 2245 0
"16743" "2012-11-03" 2250 0
"16812" "2012-11-03" 2255 0
"16855" "2012-11-03" 2300 0
"16909" "2012-11-03" 2305 0
"16976" "2012-11-03" 2310 0
"17060" "2012-11-03" 2315 0
"17101" "2012-11-03" 2320 0
"17195" "2012-11-03" 2325 0
"17236" "2012-11-03" 2330 0
"17307" "2012-11-03" 2335 0
"17376" "2012-11-03" 2340 0
"17417" "2012-11-03" 2345 0
"17485" "2012-11-03" 2350 0
"17566" "2012-11-03" 2355 0
"11" "2012-11-04" 0 2
"68" "2012-11-04" 5 1
"132" "2012-11-04" 10 1
"201" "2012-11-04" 15 1
"282" "2012-11-04" 20 1
"350" "2012-11-04" 25 3
"395" "2012-11-04" 30 1
"449" "2012-11-04" 35 1
"489" "2012-11-04" 40 0
"585" "2012-11-04" 45 2
"625" "2012-11-04" 50 1
"698" "2012-11-04" 55 1
"752" "2012-11-04" 100 1
"800" "2012-11-04" 105 1
"874" "2012-11-04" 110 1
"919" "2012-11-04" 115 1
"983" "2012-11-04" 120 0
"1079" "2012-11-04" 125 2
"1149" "2012-11-04" 130 2
"1180" "2012-11-04" 135 1
"1228" "2012-11-04" 140 1
"1284" "2012-11-04" 145 1
"1347" "2012-11-04" 150 1
"1456" "2012-11-04" 155 0
"1491" "2012-11-04" 200 0
"1546" "2012-11-04" 205 0
"1599" "2012-11-04" 210 2
"1654" "2012-11-04" 215 0
"1769" "2012-11-04" 220 0
"1822" "2012-11-04" 225 1
"1843" "2012-11-04" 230 0
"1916" "2012-11-04" 235 1
"1964" "2012-11-04" 240 0
"2014" "2012-11-04" 245 0
"2128" "2012-11-04" 250 2
"2187" "2012-11-04" 255 1
"2218" "2012-11-04" 300 0
"2315" "2012-11-04" 305 0
"2364" "2012-11-04" 310 0
"2409" "2012-11-04" 315 0
"2450" "2012-11-04" 320 1
"2548" "2012-11-04" 325 1
"2602" "2012-11-04" 330 2
"2657" "2012-11-04" 335 1
"2698" "2012-11-04" 340 1
"2779" "2012-11-04" 345 1
"2860" "2012-11-04" 350 0
"2888" "2012-11-04" 355 0
"2943" "2012-11-04" 400 2
"3001" "2012-11-04" 405 1
"3055" "2012-11-04" 410 3
"3137" "2012-11-04" 415 0
"3178" "2012-11-04" 420 1
"3239" "2012-11-04" 425 1
"3314" "2012-11-04" 430 5
"3372" "2012-11-04" 435 1
"3421" "2012-11-04" 440 4
"3479" "2012-11-04" 445 1
"3575" "2012-11-04" 450 4
"3643" "2012-11-04" 455 2
"3684" "2012-11-04" 500 0
"3743" "2012-11-04" 505 2
"3805" "2012-11-04" 510 3
"3862" "2012-11-04" 515 3
"3934" "2012-11-04" 520 4
"3988" "2012-11-04" 525 3
"4037" "2012-11-04" 530 3
"4113" "2012-11-04" 535 7
"4151" "2012-11-04" 540 17
"4259" "2012-11-04" 545 19
"4317" "2012-11-04" 550 40
"4358" "2012-11-04" 555 45
"4413" "2012-11-04" 600 32
"4467" "2012-11-04" 605 50
"4515" "2012-11-04" 610 54
"4588" "2012-11-04" 615 64
"4661" "2012-11-04" 620 50
"4728" "2012-11-04" 625 48
"4773" "2012-11-04" 630 53
"4837" "2012-11-04" 635 40
"4891" "2012-11-04" 640 45
"4945" "2012-11-04" 645 45
"5055" "2012-11-04" 650 38
"5113" "2012-11-04" 655 50
"5167" "2012-11-04" 700 44
"5194" "2012-11-04" 705 45
"5249" "2012-11-04" 710 51
"5337" "2012-11-04" 715 55
"5415" "2012-11-04" 720 50
"5469" "2012-11-04" 725 51
"5510" "2012-11-04" 730 56
"5565" "2012-11-04" 735 45
"5673" "2012-11-04" 740 53
"5723" "2012-11-04" 745 70
"5792" "2012-11-04" 750 58
"5812" "2012-11-04" 755 57
"5894" "2012-11-04" 800 74
"5947" "2012-11-04" 805 69
"5989" "2012-11-04" 810 130
"6089" "2012-11-04" 815 158
"6160" "2012-11-04" 820 172
"6183" "2012-11-04" 825 156
"6237" "2012-11-04" 830 178
"6304" "2012-11-04" 835 207
"6373" "2012-11-04" 840 196
"6442" "2012-11-04" 845 180
"6486" "2012-11-04" 850 184
"6554" "2012-11-04" 855 168
"6598" "2012-11-04" 900 144
"6656" "2012-11-04" 905 125
"6730" "2012-11-04" 910 110
"6775" "2012-11-04" 915 109
"6885" "2012-11-04" 920 104
"6894" "2012-11-04" 925 96
"6993" "2012-11-04" 930 67
"7062" "2012-11-04" 935 46
"7116" "2012-11-04" 940 25
"7192" "2012-11-04" 945 39
"7202" "2012-11-04" 950 35
"7310" "2012-11-04" 955 22
"7363" "2012-11-04" 1000 41
"7393" "2012-11-04" 1005 27
"7474" "2012-11-04" 1010 43
"7528" "2012-11-04" 1015 53
"7569" "2012-11-04" 1020 39
"7636" "2012-11-04" 1025 51
"7694" "2012-11-04" 1030 45
"7753" "2012-11-04" 1035 38
"7844" "2012-11-04" 1040 35
"7901" "2012-11-04" 1045 29
"7967" "2012-11-04" 1050 26
"8002" "2012-11-04" 1055 32
"8068" "2012-11-04" 1100 32
"8121" "2012-11-04" 1105 30
"8200" "2012-11-04" 1110 22
"8266" "2012-11-04" 1115 26
"8302" "2012-11-04" 1120 29
"8363" "2012-11-04" 1125 27
"8420" "2012-11-04" 1130 34
"8486" "2012-11-04" 1135 50
"8541" "2012-11-04" 1140 43
"8628" "2012-11-04" 1145 45
"8676" "2012-11-04" 1150 47
"8738" "2012-11-04" 1155 60
"8802" "2012-11-04" 1200 64
"8846" "2012-11-04" 1205 88
"8919" "2012-11-04" 1210 95
"9008" "2012-11-04" 1215 93
"9078" "2012-11-04" 1220 64
"9095" "2012-11-04" 1225 51
"9162" "2012-11-04" 1230 55
"9226" "2012-11-04" 1235 33
"9329" "2012-11-04" 1240 27
"9387" "2012-11-04" 1245 38
"9447" "2012-11-04" 1250 46
"9474" "2012-11-04" 1255 68
"9566" "2012-11-04" 1300 43
"9619" "2012-11-04" 1305 40
"9641" "2012-11-04" 1310 44
"9760" "2012-11-04" 1315 41
"9791" "2012-11-04" 1320 47
"9845" "2012-11-04" 1325 57
"9886" "2012-11-04" 1330 43
"9967" "2012-11-04" 1335 26
"10021" "2012-11-04" 1340 40
"10074" "2012-11-04" 1345 54
"10134" "2012-11-04" 1350 48
"10188" "2012-11-04" 1355 61
"10256" "2012-11-04" 1400 56
"10337" "2012-11-04" 1405 52
"10409" "2012-11-04" 1410 44
"10432" "2012-11-04" 1415 49
"10495" "2012-11-04" 1420 36
"10564" "2012-11-04" 1425 38
"10616" "2012-11-04" 1430 42
"10679" "2012-11-04" 1435 28
"10753" "2012-11-04" 1440 18
"10834" "2012-11-04" 1445 27
"10875" "2012-11-04" 1450 44
"10932" "2012-11-04" 1455 44
"10998" "2012-11-04" 1500 31
"11055" "2012-11-04" 1505 37
"11136" "2012-11-04" 1510 36
"11171" "2012-11-04" 1515 39
"11231" "2012-11-04" 1520 46
"11299" "2012-11-04" 1525 48
"11347" "2012-11-04" 1530 49
"11411" "2012-11-04" 1535 66
"11506" "2012-11-04" 1540 83
"11574" "2012-11-04" 1545 99
"11628" "2012-11-04" 1550 103
"11682" "2012-11-04" 1555 84
"11722" "2012-11-04" 1600 63
"11792" "2012-11-04" 1605 65
"11849" "2012-11-04" 1610 75
"11953" "2012-11-04" 1615 64
"11977" "2012-11-04" 1620 57
"12026" "2012-11-04" 1625 60
"12081" "2012-11-04" 1630 44
"12140" "2012-11-04" 1635 39
"12201" "2012-11-04" 1640 45
"12288" "2012-11-04" 1645 46
"12355" "2012-11-04" 1650 47
"12388" "2012-11-04" 1655 44
"12495" "2012-11-04" 1700 47
"12522" "2012-11-04" 1705 57
"12617" "2012-11-04" 1710 51
"12657" "2012-11-04" 1715 62
"12697" "2012-11-04" 1720 73
"12751" "2012-11-04" 1725 79
"12825" "2012-11-04" 1730 69
"12874" "2012-11-04" 1735 60
"12933" "2012-11-04" 1740 76
"13002" "2012-11-04" 1745 57
"13070" "2012-11-04" 1750 35
"13122" "2012-11-04" 1755 38
"13205" "2012-11-04" 1800 41
